TXNAME	GENEID
Sevir.3G191500.1.v2.1	Sevir.3G191500
Sevir.3G191500.2.v2.1	Sevir.3G191500
Sevir.3G191600.1.v2.1	Sevir.3G191600
Sevir.3G191700.1.v2.1	Sevir.3G191700
Sevir.3G191800.1.v2.1	Sevir.3G191800
Sevir.3G191901.1.v2.1	Sevir.3G191901
Sevir.3G192000.1.v2.1	Sevir.3G192000
Sevir.3G192100.1.v2.1	Sevir.3G192100
Sevir.3G192200.1.v2.1	Sevir.3G192200
Sevir.3G192300.2.v2.1	Sevir.3G192300
Sevir.3G192400.1.v2.1	Sevir.3G192400
Sevir.3G192500.1.v2.1	Sevir.3G192500
Sevir.3G192600.1.v2.1	Sevir.3G192600
Sevir.3G192600.4.v2.1	Sevir.3G192600
Sevir.3G192700.1.v2.1	Sevir.3G192700
Sevir.3G192700.2.v2.1	Sevir.3G192700
Sevir.3G192800.1.v2.1	Sevir.3G192800
Sevir.3G192900.1.v2.1	Sevir.3G192900
Sevir.3G193000.1.v2.1	Sevir.3G193000
Sevir.3G193100.1.v2.1	Sevir.3G193100
Sevir.3G193200.1.v2.1	Sevir.3G193200
Sevir.3G193233.1.v2.1	Sevir.3G193233
Sevir.3G193266.1.v2.1	Sevir.3G193266
Sevir.3G193300.1.v2.1	Sevir.3G193300
Sevir.3G193400.1.v2.1	Sevir.3G193400
Sevir.3G193400.2.v2.1	Sevir.3G193400
Sevir.3G193500.1.v2.1	Sevir.3G193500
Sevir.3G193500.3.v2.1	Sevir.3G193500
Sevir.3G193600.1.v2.1	Sevir.3G193600
Sevir.3G193700.1.v2.1	Sevir.3G193700
Sevir.3G193800.1.v2.1	Sevir.3G193800
Sevir.3G193900.2.v2.1	Sevir.3G193900
Sevir.3G194000.1.v2.1	Sevir.3G194000
Sevir.3G194100.1.v2.1	Sevir.3G194100
Sevir.3G194200.1.v2.1	Sevir.3G194200
Sevir.3G194300.1.v2.1	Sevir.3G194300
Sevir.3G194500.1.v2.1	Sevir.3G194500
Sevir.3G194600.1.v2.1	Sevir.3G194600
Sevir.3G194600.2.v2.1	Sevir.3G194600
Sevir.3G194700.1.v2.1	Sevir.3G194700
Sevir.3G194750.1.v2.1	Sevir.3G194750
Sevir.3G194800.1.v2.1	Sevir.3G194800
Sevir.3G194850.1.v2.1	Sevir.3G194850
Sevir.3G194900.1.v2.1	Sevir.3G194900
Sevir.3G195000.1.v2.1	Sevir.3G195000
Sevir.3G195100.1.v2.1	Sevir.3G195100
Sevir.3G195200.2.v2.1	Sevir.3G195200
Sevir.3G195200.3.v2.1	Sevir.3G195200
Sevir.3G195250.1.v2.1	Sevir.3G195250
Sevir.3G195300.1.v2.1	Sevir.3G195300
Sevir.3G195400.1.v2.1	Sevir.3G195400
Sevir.3G195433.1.v2.1	Sevir.3G195433
Sevir.3G195466.1.v2.1	Sevir.3G195466
Sevir.3G195466.2.v2.1	Sevir.3G195466
Sevir.3G195466.3.v2.1	Sevir.3G195466
Sevir.3G195500.1.v2.1	Sevir.3G195500
Sevir.3G195550.1.v2.1	Sevir.3G195550
Sevir.3G195600.1.v2.1	Sevir.3G195600
Sevir.3G195700.1.v2.1	Sevir.3G195700
Sevir.3G195700.2.v2.1	Sevir.3G195700
Sevir.3G195800.1.v2.1	Sevir.3G195800
Sevir.3G196000.1.v2.1	Sevir.3G196000
Sevir.3G196000.2.v2.1	Sevir.3G196000
Sevir.3G196100.1.v2.1	Sevir.3G196100
Sevir.3G196200.1.v2.1	Sevir.3G196200
Sevir.3G196200.2.v2.1	Sevir.3G196200
Sevir.3G196200.3.v2.1	Sevir.3G196200
Sevir.3G196200.4.v2.1	Sevir.3G196200
Sevir.3G196200.5.v2.1	Sevir.3G196200
Sevir.3G196200.6.v2.1	Sevir.3G196200
Sevir.3G196200.7.v2.1	Sevir.3G196200
Sevir.3G196300.1.v2.1	Sevir.3G196300
Sevir.3G196400.1.v2.1	Sevir.3G196400
Sevir.3G196500.1.v2.1	Sevir.3G196500
Sevir.3G196600.1.v2.1	Sevir.3G196600
Sevir.3G196700.1.v2.1	Sevir.3G196700
Sevir.3G196800.1.v2.1	Sevir.3G196800
Sevir.3G196900.1.v2.1	Sevir.3G196900
Sevir.3G197000.1.v2.1	Sevir.3G197000
Sevir.3G197100.1.v2.1	Sevir.3G197100
Sevir.3G197200.1.v2.1	Sevir.3G197200
Sevir.3G197300.2.v2.1	Sevir.3G197300
Sevir.3G197300.3.v2.1	Sevir.3G197300
Sevir.3G197400.1.v2.1	Sevir.3G197400
Sevir.3G197500.1.v2.1	Sevir.3G197500
Sevir.3G197533.1.v2.1	Sevir.3G197533
Sevir.3G197566.1.v2.1	Sevir.3G197566
Sevir.3G197600.1.v2.1	Sevir.3G197600
Sevir.3G197700.1.v2.1	Sevir.3G197700
Sevir.3G197700.2.v2.1	Sevir.3G197700
Sevir.3G197800.1.v2.1	Sevir.3G197800
Sevir.3G197900.1.v2.1	Sevir.3G197900
Sevir.3G198000.1.v2.1	Sevir.3G198000
Sevir.3G198100.1.v2.1	Sevir.3G198100
Sevir.3G198200.1.v2.1	Sevir.3G198200
Sevir.3G198300.1.v2.1	Sevir.3G198300
Sevir.3G198400.2.v2.1	Sevir.3G198400
Sevir.3G198500.1.v2.1	Sevir.3G198500
Sevir.3G198600.1.v2.1	Sevir.3G198600
Sevir.3G198700.1.v2.1	Sevir.3G198700
Sevir.3G198800.1.v2.1	Sevir.3G198800
Sevir.3G198900.1.v2.1	Sevir.3G198900
Sevir.3G198900.2.v2.1	Sevir.3G198900
Sevir.3G198900.3.v2.1	Sevir.3G198900
Sevir.3G198900.4.v2.1	Sevir.3G198900
Sevir.3G198900.5.v2.1	Sevir.3G198900
Sevir.3G198900.6.v2.1	Sevir.3G198900
Sevir.3G199000.1.v2.1	Sevir.3G199000
Sevir.3G199100.1.v2.1	Sevir.3G199100
Sevir.3G199133.1.v2.1	Sevir.3G199133
Sevir.3G199166.1.v2.1	Sevir.3G199166
Sevir.3G199200.1.v2.1	Sevir.3G199200
Sevir.3G199300.1.v2.1	Sevir.3G199300
Sevir.3G199300.3.v2.1	Sevir.3G199300
Sevir.3G199300.4.v2.1	Sevir.3G199300
Sevir.3G199400.1.v2.1	Sevir.3G199400
Sevir.3G199500.1.v2.1	Sevir.3G199500
Sevir.3G199500.2.v2.1	Sevir.3G199500
Sevir.3G199500.3.v2.1	Sevir.3G199500
Sevir.3G199600.1.v2.1	Sevir.3G199600
Sevir.3G199600.2.v2.1	Sevir.3G199600
Sevir.3G199700.1.v2.1	Sevir.3G199700
Sevir.3G199800.1.v2.1	Sevir.3G199800
Sevir.3G199800.2.v2.1	Sevir.3G199800
Sevir.3G199900.3.v2.1	Sevir.3G199900
Sevir.3G200000.1.v2.1	Sevir.3G200000
Sevir.3G200100.1.v2.1	Sevir.3G200100
Sevir.3G200100.2.v2.1	Sevir.3G200100
Sevir.3G200100.3.v2.1	Sevir.3G200100
Sevir.3G200100.4.v2.1	Sevir.3G200100
Sevir.3G200100.5.v2.1	Sevir.3G200100
Sevir.3G200100.6.v2.1	Sevir.3G200100
Sevir.3G200200.1.v2.1	Sevir.3G200200
Sevir.3G200300.1.v2.1	Sevir.3G200300
Sevir.3G200400.1.v2.1	Sevir.3G200400
Sevir.3G200600.1.v2.1	Sevir.3G200600
Sevir.3G200700.2.v2.1	Sevir.3G200700
Sevir.3G200800.2.v2.1	Sevir.3G200800
Sevir.3G200900.1.v2.1	Sevir.3G200900
Sevir.3G200950.1.v2.1	Sevir.3G200950
Sevir.3G201000.1.v2.1	Sevir.3G201000
Sevir.3G201100.1.v2.1	Sevir.3G201100
Sevir.3G201200.1.v2.1	Sevir.3G201200
Sevir.3G201300.2.v2.1	Sevir.3G201300
Sevir.3G201400.1.v2.1	Sevir.3G201400
Sevir.3G201500.1.v2.1	Sevir.3G201500
Sevir.3G201600.1.v2.1	Sevir.3G201600
Sevir.3G201700.1.v2.1	Sevir.3G201700
Sevir.3G201800.1.v2.1	Sevir.3G201800
Sevir.3G201900.1.v2.1	Sevir.3G201900
Sevir.3G202000.1.v2.1	Sevir.3G202000
Sevir.3G202000.2.v2.1	Sevir.3G202000
Sevir.3G202100.1.v2.1	Sevir.3G202100
Sevir.3G202200.1.v2.1	Sevir.3G202200
Sevir.3G202250.1.v2.1	Sevir.3G202250
Sevir.3G202300.1.v2.1	Sevir.3G202300
Sevir.3G202400.1.v2.1	Sevir.3G202400
Sevir.3G202500.1.v2.1	Sevir.3G202500
Sevir.3G202600.1.v2.1	Sevir.3G202600
Sevir.3G202600.2.v2.1	Sevir.3G202600
Sevir.3G202700.1.v2.1	Sevir.3G202700
Sevir.3G202800.1.v2.1	Sevir.3G202800
Sevir.3G202900.1.v2.1	Sevir.3G202900
Sevir.3G203000.1.v2.1	Sevir.3G203000
Sevir.3G203000.2.v2.1	Sevir.3G203000
Sevir.3G203000.4.v2.1	Sevir.3G203000
Sevir.3G203100.2.v2.1	Sevir.3G203100
Sevir.3G203200.1.v2.1	Sevir.3G203200
Sevir.3G203200.2.v2.1	Sevir.3G203200
Sevir.3G203300.1.v2.1	Sevir.3G203300
Sevir.3G203400.1.v2.1	Sevir.3G203400
Sevir.3G203400.2.v2.1	Sevir.3G203400
Sevir.3G203500.1.v2.1	Sevir.3G203500
Sevir.3G203600.1.v2.1	Sevir.3G203600
Sevir.3G203700.1.v2.1	Sevir.3G203700
Sevir.3G203700.2.v2.1	Sevir.3G203700
Sevir.3G203800.1.v2.1	Sevir.3G203800
Sevir.3G203850.1.v2.1	Sevir.3G203850
Sevir.3G203900.1.v2.1	Sevir.3G203900
Sevir.3G203900.3.v2.1	Sevir.3G203900
Sevir.3G203900.4.v2.1	Sevir.3G203900
Sevir.3G203900.5.v2.1	Sevir.3G203900
Sevir.3G204000.1.v2.1	Sevir.3G204000
Sevir.3G204100.1.v2.1	Sevir.3G204100
Sevir.3G204200.1.v2.1	Sevir.3G204200
Sevir.3G204200.2.v2.1	Sevir.3G204200
Sevir.3G204200.3.v2.1	Sevir.3G204200
Sevir.3G204300.1.v2.1	Sevir.3G204300
Sevir.3G204400.1.v2.1	Sevir.3G204400
Sevir.3G204500.1.v2.1	Sevir.3G204500
Sevir.3G204500.2.v2.1	Sevir.3G204500
Sevir.3G204500.3.v2.1	Sevir.3G204500
Sevir.3G204500.4.v2.1	Sevir.3G204500
Sevir.3G204500.5.v2.1	Sevir.3G204500
Sevir.3G204500.6.v2.1	Sevir.3G204500
Sevir.3G204500.7.v2.1	Sevir.3G204500
Sevir.3G204600.1.v2.1	Sevir.3G204600
Sevir.3G204600.2.v2.1	Sevir.3G204600
Sevir.3G204700.1.v2.1	Sevir.3G204700
Sevir.3G204800.1.v2.1	Sevir.3G204800
Sevir.3G204900.1.v2.1	Sevir.3G204900
Sevir.3G205000.1.v2.1	Sevir.3G205000
Sevir.3G205100.1.v2.1	Sevir.3G205100
Sevir.3G205200.1.v2.1	Sevir.3G205200
Sevir.3G205300.1.v2.1	Sevir.3G205300
Sevir.3G205400.1.v2.1	Sevir.3G205400
Sevir.3G205500.1.v2.1	Sevir.3G205500
Sevir.3G205601.1.v2.1	Sevir.3G205601
Sevir.3G205601.2.v2.1	Sevir.3G205601
Sevir.3G205601.3.v2.1	Sevir.3G205601
Sevir.3G205700.1.v2.1	Sevir.3G205700
Sevir.3G205800.1.v2.1	Sevir.3G205800
Sevir.3G205900.1.v2.1	Sevir.3G205900
Sevir.3G205950.1.v2.1	Sevir.3G205950
Sevir.3G206000.1.v2.1	Sevir.3G206000
Sevir.3G206100.1.v2.1	Sevir.3G206100
Sevir.3G206200.1.v2.1	Sevir.3G206200
Sevir.3G206300.1.v2.1	Sevir.3G206300
Sevir.3G206400.1.v2.1	Sevir.3G206400
Sevir.3G206501.1.v2.1	Sevir.3G206501
Sevir.3G206600.1.v2.1	Sevir.3G206600
Sevir.3G206700.1.v2.1	Sevir.3G206700
Sevir.3G206800.1.v2.1	Sevir.3G206800
Sevir.3G206900.1.v2.1	Sevir.3G206900
Sevir.3G206900.2.v2.1	Sevir.3G206900
Sevir.3G206900.3.v2.1	Sevir.3G206900
Sevir.3G206950.1.v2.1	Sevir.3G206950
Sevir.3G207000.1.v2.1	Sevir.3G207000
Sevir.3G207100.1.v2.1	Sevir.3G207100
Sevir.3G207200.1.v2.1	Sevir.3G207200
Sevir.3G207200.2.v2.1	Sevir.3G207200
Sevir.3G207200.3.v2.1	Sevir.3G207200
Sevir.3G207200.4.v2.1	Sevir.3G207200
Sevir.3G207300.1.v2.1	Sevir.3G207300
Sevir.3G207300.2.v2.1	Sevir.3G207300
Sevir.3G207300.3.v2.1	Sevir.3G207300
Sevir.3G207400.2.v2.1	Sevir.3G207400
Sevir.3G207400.4.v2.1	Sevir.3G207400
Sevir.3G207400.6.v2.1	Sevir.3G207400
Sevir.3G207400.7.v2.1	Sevir.3G207400
Sevir.3G207500.1.v2.1	Sevir.3G207500
Sevir.3G207600.1.v2.1	Sevir.3G207600
Sevir.3G207666.1.v2.1	Sevir.3G207666
Sevir.3G207732.1.v2.1	Sevir.3G207732
Sevir.3G207800.1.v2.1	Sevir.3G207800
Sevir.3G208000.1.v2.1	Sevir.3G208000
Sevir.3G208000.2.v2.1	Sevir.3G208000
Sevir.3G208100.2.v2.1	Sevir.3G208100
Sevir.3G208200.3.v2.1	Sevir.3G208200
Sevir.3G208200.4.v2.1	Sevir.3G208200
Sevir.3G208200.5.v2.1	Sevir.3G208200
Sevir.3G208300.1.v2.1	Sevir.3G208300
Sevir.3G208400.1.v2.1	Sevir.3G208400
Sevir.3G208400.2.v2.1	Sevir.3G208400
Sevir.3G208500.1.v2.1	Sevir.3G208500
Sevir.3G208600.1.v2.1	Sevir.3G208600
Sevir.3G208700.1.v2.1	Sevir.3G208700
Sevir.3G208800.1.v2.1	Sevir.3G208800
Sevir.3G209000.1.v2.1	Sevir.3G209000
Sevir.3G209100.2.v2.1	Sevir.3G209100
Sevir.3G209150.1.v2.1	Sevir.3G209150
Sevir.3G209200.1.v2.1	Sevir.3G209200
Sevir.3G209300.2.v2.1	Sevir.3G209300
Sevir.3G209300.3.v2.1	Sevir.3G209300
Sevir.3G209400.1.v2.1	Sevir.3G209400
Sevir.3G209500.1.v2.1	Sevir.3G209500
Sevir.3G209533.1.v2.1	Sevir.3G209533
Sevir.3G209566.1.v2.1	Sevir.3G209566
Sevir.3G209600.1.v2.1	Sevir.3G209600
Sevir.3G209700.1.v2.1	Sevir.3G209700
Sevir.3G209800.1.v2.1	Sevir.3G209800
Sevir.3G209900.1.v2.1	Sevir.3G209900
Sevir.3G210000.1.v2.1	Sevir.3G210000
Sevir.3G210000.2.v2.1	Sevir.3G210000
Sevir.3G210000.3.v2.1	Sevir.3G210000
Sevir.3G210000.4.v2.1	Sevir.3G210000
Sevir.3G210100.1.v2.1	Sevir.3G210100
Sevir.3G210100.2.v2.1	Sevir.3G210100
Sevir.3G210200.1.v2.1	Sevir.3G210200
Sevir.3G210300.1.v2.1	Sevir.3G210300
Sevir.3G210400.1.v2.1	Sevir.3G210400
Sevir.3G210600.1.v2.1	Sevir.3G210600
Sevir.3G210700.1.v2.1	Sevir.3G210700
Sevir.3G210800.1.v2.1	Sevir.3G210800
Sevir.3G210900.1.v2.1	Sevir.3G210900
Sevir.3G211000.1.v2.1	Sevir.3G211000
Sevir.3G211100.1.v2.1	Sevir.3G211100
Sevir.3G211200.1.v2.1	Sevir.3G211200
Sevir.3G211300.1.v2.1	Sevir.3G211300
Sevir.3G211400.1.v2.1	Sevir.3G211400
Sevir.3G211500.1.v2.1	Sevir.3G211500
Sevir.3G211600.1.v2.1	Sevir.3G211600
Sevir.3G211600.2.v2.1	Sevir.3G211600
Sevir.3G211701.1.v2.1	Sevir.3G211701
Sevir.3G211800.1.v2.1	Sevir.3G211800
Sevir.3G211900.1.v2.1	Sevir.3G211900
Sevir.3G212000.1.v2.1	Sevir.3G212000
Sevir.3G212100.1.v2.1	Sevir.3G212100
Sevir.3G212166.1.v2.1	Sevir.3G212166
Sevir.3G212232.1.v2.1	Sevir.3G212232
Sevir.3G212300.1.v2.1	Sevir.3G212300
Sevir.3G212400.1.v2.1	Sevir.3G212400
Sevir.3G212500.1.v2.1	Sevir.3G212500
Sevir.3G212500.2.v2.1	Sevir.3G212500
Sevir.3G212600.1.v2.1	Sevir.3G212600
Sevir.3G212800.1.v2.1	Sevir.3G212800
Sevir.3G212900.1.v2.1	Sevir.3G212900
Sevir.3G213000.1.v2.1	Sevir.3G213000
Sevir.3G213100.1.v2.1	Sevir.3G213100
Sevir.3G213200.1.v2.1	Sevir.3G213200
Sevir.3G213300.3.v2.1	Sevir.3G213300
Sevir.3G213300.4.v2.1	Sevir.3G213300
Sevir.3G213400.1.v2.1	Sevir.3G213400
Sevir.3G213500.1.v2.1	Sevir.3G213500
Sevir.3G213600.1.v2.1	Sevir.3G213600
Sevir.3G213700.1.v2.1	Sevir.3G213700
Sevir.3G213800.1.v2.1	Sevir.3G213800
Sevir.3G213800.2.v2.1	Sevir.3G213800
Sevir.3G213900.1.v2.1	Sevir.3G213900
Sevir.3G214000.1.v2.1	Sevir.3G214000
Sevir.3G214100.1.v2.1	Sevir.3G214100
Sevir.3G214175.1.v2.1	Sevir.3G214175
Sevir.3G214250.1.v2.1	Sevir.3G214250
Sevir.3G214325.1.v2.1	Sevir.3G214325
Sevir.3G214400.1.v2.1	Sevir.3G214400
Sevir.3G214400.2.v2.1	Sevir.3G214400
Sevir.3G214400.3.v2.1	Sevir.3G214400
Sevir.3G214400.4.v2.1	Sevir.3G214400
Sevir.3G214400.5.v2.1	Sevir.3G214400
Sevir.3G214500.1.v2.1	Sevir.3G214500
Sevir.3G214600.1.v2.1	Sevir.3G214600
Sevir.3G214700.1.v2.1	Sevir.3G214700
Sevir.3G214700.2.v2.1	Sevir.3G214700
Sevir.3G214700.3.v2.1	Sevir.3G214700
Sevir.3G214800.1.v2.1	Sevir.3G214800
Sevir.3G214900.1.v2.1	Sevir.3G214900
Sevir.3G215000.1.v2.1	Sevir.3G215000
Sevir.3G215100.1.v2.1	Sevir.3G215100
Sevir.3G215200.1.v2.1	Sevir.3G215200
Sevir.3G215300.1.v2.1	Sevir.3G215300
Sevir.3G215400.1.v2.1	Sevir.3G215400
Sevir.3G215500.2.v2.1	Sevir.3G215500
Sevir.3G215600.1.v2.1	Sevir.3G215600
Sevir.3G215700.1.v2.1	Sevir.3G215700
Sevir.3G215800.1.v2.1	Sevir.3G215800
Sevir.3G215900.1.v2.1	Sevir.3G215900
Sevir.3G216000.1.v2.1	Sevir.3G216000
Sevir.3G216100.1.v2.1	Sevir.3G216100
Sevir.3G216200.1.v2.1	Sevir.3G216200
Sevir.3G216300.1.v2.1	Sevir.3G216300
Sevir.3G216333.1.v2.1	Sevir.3G216333
Sevir.3G216366.1.v2.1	Sevir.3G216366
Sevir.3G216400.1.v2.1	Sevir.3G216400
Sevir.3G216500.1.v2.1	Sevir.3G216500
Sevir.3G216500.2.v2.1	Sevir.3G216500
Sevir.3G216500.3.v2.1	Sevir.3G216500
Sevir.3G216600.1.v2.1	Sevir.3G216600
Sevir.3G216700.1.v2.1	Sevir.3G216700
Sevir.3G216725.1.v2.1	Sevir.3G216725
Sevir.3G216750.1.v2.1	Sevir.3G216750
Sevir.3G216775.1.v2.1	Sevir.3G216775
Sevir.3G216800.1.v2.1	Sevir.3G216800
Sevir.3G216900.1.v2.1	Sevir.3G216900
Sevir.3G217000.1.v2.1	Sevir.3G217000
Sevir.3G217100.1.v2.1	Sevir.3G217100
Sevir.3G217200.1.v2.1	Sevir.3G217200
Sevir.3G217300.1.v2.1	Sevir.3G217300
Sevir.3G217400.1.v2.1	Sevir.3G217400
Sevir.3G217500.1.v2.1	Sevir.3G217500
Sevir.3G217600.1.v2.1	Sevir.3G217600
Sevir.3G217650.1.v2.1	Sevir.3G217650
Sevir.3G217700.1.v2.1	Sevir.3G217700
Sevir.3G217760.1.v2.1	Sevir.3G217760
Sevir.3G217820.1.v2.1	Sevir.3G217820
Sevir.3G217880.1.v2.1	Sevir.3G217880
Sevir.3G217940.1.v2.1	Sevir.3G217940
Sevir.3G218000.1.v2.1	Sevir.3G218000
Sevir.3G218100.1.v2.1	Sevir.3G218100
Sevir.3G218100.2.v2.1	Sevir.3G218100
Sevir.3G218100.3.v2.1	Sevir.3G218100
Sevir.3G218200.1.v2.1	Sevir.3G218200
Sevir.3G218300.1.v2.1	Sevir.3G218300
Sevir.3G218300.2.v2.1	Sevir.3G218300
Sevir.3G218300.3.v2.1	Sevir.3G218300
Sevir.3G218500.1.v2.1	Sevir.3G218500
Sevir.3G218600.1.v2.1	Sevir.3G218600
Sevir.3G218700.2.v2.1	Sevir.3G218700
Sevir.3G218700.3.v2.1	Sevir.3G218700
Sevir.3G218700.4.v2.1	Sevir.3G218700
Sevir.3G218700.5.v2.1	Sevir.3G218700
Sevir.3G218700.6.v2.1	Sevir.3G218700
Sevir.3G218800.1.v2.1	Sevir.3G218800
Sevir.3G218800.2.v2.1	Sevir.3G218800
Sevir.3G218800.3.v2.1	Sevir.3G218800
Sevir.3G218900.1.v2.1	Sevir.3G218900
Sevir.3G219000.1.v2.1	Sevir.3G219000
Sevir.3G219100.1.v2.1	Sevir.3G219100
Sevir.3G219200.1.v2.1	Sevir.3G219200
Sevir.3G219300.1.v2.1	Sevir.3G219300
Sevir.3G219300.2.v2.1	Sevir.3G219300
Sevir.3G219300.3.v2.1	Sevir.3G219300
Sevir.3G219400.1.v2.1	Sevir.3G219400
Sevir.3G219400.2.v2.1	Sevir.3G219400
Sevir.3G219400.3.v2.1	Sevir.3G219400
Sevir.3G219400.4.v2.1	Sevir.3G219400
Sevir.3G219400.5.v2.1	Sevir.3G219400
Sevir.3G219500.1.v2.1	Sevir.3G219500
Sevir.3G219600.1.v2.1	Sevir.3G219600
Sevir.3G219700.1.v2.1	Sevir.3G219700
Sevir.3G219800.1.v2.1	Sevir.3G219800
Sevir.3G219900.1.v2.1	Sevir.3G219900
Sevir.3G219950.1.v2.1	Sevir.3G219950
Sevir.3G220000.1.v2.1	Sevir.3G220000
Sevir.3G220100.1.v2.1	Sevir.3G220100
Sevir.3G220200.1.v2.1	Sevir.3G220200
Sevir.3G220300.1.v2.1	Sevir.3G220300
Sevir.3G220300.10.v2.1	Sevir.3G220300
Sevir.3G220300.2.v2.1	Sevir.3G220300
Sevir.3G220300.4.v2.1	Sevir.3G220300
Sevir.3G220300.6.v2.1	Sevir.3G220300
Sevir.3G220300.7.v2.1	Sevir.3G220300
Sevir.3G220300.9.v2.1	Sevir.3G220300
Sevir.3G220400.1.v2.1	Sevir.3G220400
Sevir.3G220500.1.v2.1	Sevir.3G220500
Sevir.3G220600.1.v2.1	Sevir.3G220600
Sevir.3G220700.1.v2.1	Sevir.3G220700
Sevir.3G220800.1.v2.1	Sevir.3G220800
Sevir.3G220900.1.v2.1	Sevir.3G220900
Sevir.3G221000.1.v2.1	Sevir.3G221000
Sevir.3G221100.1.v2.1	Sevir.3G221100
Sevir.3G221300.1.v2.1	Sevir.3G221300
Sevir.3G221400.1.v2.1	Sevir.3G221400
Sevir.3G221500.1.v2.1	Sevir.3G221500
Sevir.3G221500.2.v2.1	Sevir.3G221500
Sevir.3G221600.1.v2.1	Sevir.3G221600
Sevir.3G221700.1.v2.1	Sevir.3G221700
Sevir.3G221800.1.v2.1	Sevir.3G221800
Sevir.3G221900.1.v2.1	Sevir.3G221900
Sevir.3G222000.1.v2.1	Sevir.3G222000
Sevir.3G222100.2.v2.1	Sevir.3G222100
Sevir.3G222200.1.v2.1	Sevir.3G222200
Sevir.3G222300.2.v2.1	Sevir.3G222300
Sevir.3G222400.1.v2.1	Sevir.3G222400
Sevir.3G222400.2.v2.1	Sevir.3G222400
Sevir.3G222500.1.v2.1	Sevir.3G222500
Sevir.3G222550.1.v2.1	Sevir.3G222550
Sevir.3G222600.2.v2.1	Sevir.3G222600
Sevir.3G222600.3.v2.1	Sevir.3G222600
Sevir.3G222600.4.v2.1	Sevir.3G222600
Sevir.3G222700.1.v2.1	Sevir.3G222700
Sevir.3G222700.2.v2.1	Sevir.3G222700
Sevir.3G222700.3.v2.1	Sevir.3G222700
Sevir.3G222700.4.v2.1	Sevir.3G222700
Sevir.3G222800.1.v2.1	Sevir.3G222800
Sevir.3G222850.1.v2.1	Sevir.3G222850
Sevir.3G222900.1.v2.1	Sevir.3G222900
Sevir.3G223000.1.v2.1	Sevir.3G223000
Sevir.3G223000.2.v2.1	Sevir.3G223000
Sevir.3G223000.3.v2.1	Sevir.3G223000
Sevir.3G223100.1.v2.1	Sevir.3G223100
Sevir.3G223200.1.v2.1	Sevir.3G223200
Sevir.3G223300.1.v2.1	Sevir.3G223300
Sevir.3G223400.1.v2.1	Sevir.3G223400
Sevir.3G223400.2.v2.1	Sevir.3G223400
Sevir.3G223500.1.v2.1	Sevir.3G223500
Sevir.3G223500.2.v2.1	Sevir.3G223500
Sevir.3G223500.3.v2.1	Sevir.3G223500
Sevir.3G223600.1.v2.1	Sevir.3G223600
Sevir.3G223701.1.v2.1	Sevir.3G223701
Sevir.3G223800.1.v2.1	Sevir.3G223800
Sevir.3G223800.2.v2.1	Sevir.3G223800
Sevir.3G223800.3.v2.1	Sevir.3G223800
Sevir.3G223800.4.v2.1	Sevir.3G223800
Sevir.3G223800.5.v2.1	Sevir.3G223800
Sevir.3G223800.6.v2.1	Sevir.3G223800
Sevir.3G223900.1.v2.1	Sevir.3G223900
Sevir.3G224000.1.v2.1	Sevir.3G224000
Sevir.3G224050.1.v2.1	Sevir.3G224050
Sevir.3G224100.1.v2.1	Sevir.3G224100
Sevir.3G224150.1.v2.1	Sevir.3G224150
Sevir.3G224200.1.v2.1	Sevir.3G224200
Sevir.3G224300.3.v2.1	Sevir.3G224300
Sevir.3G224400.1.v2.1	Sevir.3G224400
Sevir.3G224500.1.v2.1	Sevir.3G224500
Sevir.3G224600.1.v2.1	Sevir.3G224600
Sevir.3G224700.1.v2.1	Sevir.3G224700
Sevir.3G224750.1.v2.1	Sevir.3G224750
Sevir.3G224800.1.v2.1	Sevir.3G224800
Sevir.3G224900.1.v2.1	Sevir.3G224900
Sevir.3G224900.2.v2.1	Sevir.3G224900
Sevir.3G225000.1.v2.1	Sevir.3G225000
Sevir.3G225000.2.v2.1	Sevir.3G225000
Sevir.3G225000.3.v2.1	Sevir.3G225000
Sevir.3G225000.4.v2.1	Sevir.3G225000
Sevir.3G225100.1.v2.1	Sevir.3G225100
Sevir.3G225200.1.v2.1	Sevir.3G225200
Sevir.3G225300.1.v2.1	Sevir.3G225300
Sevir.3G225400.1.v2.1	Sevir.3G225400
Sevir.3G225500.1.v2.1	Sevir.3G225500
Sevir.3G225600.1.v2.1	Sevir.3G225600
Sevir.3G225650.1.v2.1	Sevir.3G225650
Sevir.3G225700.1.v2.1	Sevir.3G225700
Sevir.3G225800.1.v2.1	Sevir.3G225800
Sevir.3G225900.1.v2.1	Sevir.3G225900
Sevir.3G226000.1.v2.1	Sevir.3G226000
Sevir.3G226050.1.v2.1	Sevir.3G226050
Sevir.3G226100.1.v2.1	Sevir.3G226100
Sevir.3G226200.1.v2.1	Sevir.3G226200
Sevir.3G226300.1.v2.1	Sevir.3G226300
Sevir.3G226400.1.v2.1	Sevir.3G226400
Sevir.3G226500.1.v2.1	Sevir.3G226500
Sevir.3G226600.1.v2.1	Sevir.3G226600
Sevir.3G226700.1.v2.1	Sevir.3G226700
Sevir.3G226700.2.v2.1	Sevir.3G226700
Sevir.3G226800.1.v2.1	Sevir.3G226800
Sevir.3G226900.1.v2.1	Sevir.3G226900
Sevir.3G227000.1.v2.1	Sevir.3G227000
Sevir.3G227100.1.v2.1	Sevir.3G227100
